NAME,median_income_owner,median_income_renter,median_rent,zip_code,ideal_rent,affordability_delta
ZCTA5 65338,60556,38750,838,65338,968.75,130.75
ZCTA5 65339,65000,58125,921,65339,1453.12,532.12
ZCTA5 65340,69618,37192,746,65340,929.8,183.8
ZCTA5 65344,61250,48125,1094,65344,1203.12,109.12
ZCTA5 65347,95532,69000,833,65347,1725.0,892.0
ZCTA5 65348,51250,24500,642,65348,612.5,-29.5
ZCTA5 65349,60000,18654,516,65349,466.35,-49.65
ZCTA5 65350,60000,55625,921,65350,1390.62,469.62
ZCTA5 65351,61250,36964,735,65351,924.1,189.1
ZCTA5 65355,51143,27321,836,65355,683.02,-152.98
ZCTA5 65360,54487,24043,756,65360,601.07,-154.93
ZCTA5 65401,76468,26465,763,65401,661.62,-101.38
ZCTA5 65438,50250,27857,477,65438,696.42,219.42
ZCTA5 65441,61676,49500,831,65441,1237.5,406.5
ZCTA5 65444,63583,24495,587,65444,612.38,25.38
ZCTA5 65453,72743,27800,747,65453,695.0,-52.0
ZCTA5 65459,72964,26343,747,65459,658.58,-88.43
ZCTA5 65466,31346,51250,726,65466,1281.25,555.25
ZCTA5 65473,-666666666,64923,1147,65473,1623.08,476.08
ZCTA5 65483,49199,28578,710,65483,714.45,4.45
ZCTA5 65486,60298,52917,497,65486,1322.92,825.92
ZCTA5 65535,53464,20000,757,65535,500.0,-257.0
ZCTA5 65536,61701,36368,801,65536,909.2,108.2
ZCTA5 65542,47930,24564,653,65542,614.1,-38.9
ZCTA5 65548,56002,29667,514,65548,741.68,227.67
ZCTA5 65550,74896,31053,660,65550,776.32,116.32
ZCTA5 65552,65931,39545,925,65552,988.62,63.62
ZCTA5 65555,53500,27031,468,65555,675.78,207.77
ZCTA5 65559,69185,30283,786,65559,757.08,-28.92
ZCTA5 65560,58524,25647,655,65560,641.17,-13.83
ZCTA5 65565,50208,39087,763,65565,977.18,214.17
ZCTA5 65566,63125,21000,332,65566,525.0,193.0
ZCTA5 65567,47011,28750,620,65567,718.75,98.75
ZCTA5 65571,30833,21489,345,65571,537.22,192.23
ZCTA5 65582,65824,35457,588,65582,886.42,298.42
ZCTA5 65583,97936,47621,982,65583,1190.52,208.52
ZCTA5 65584,82107,46500,1040,65584,1162.5,122.5
ZCTA5 65588,40230,19583,547,65588,489.58,-57.43
ZCTA5 65590,50718,85417,850,65590,2135.42,1285.42
ZCTA5 65591,54965,25000,969,65591,625.0,-344.0
ZCTA5 65601,49358,39286,714,65601,982.15,268.15
ZCTA5 65604,65461,26250,721,65604,656.25,-64.75
ZCTA5 65605,67326,32619,762,65605,815.48,53.48
ZCTA5 65606,48714,26360,841,65606,659.0,-182.0
ZCTA5 65608,50500,29881,702,65608,747.02,45.02
ZCTA5 65609,46125,32188,836,65609,804.7,-31.3
ZCTA5 65610,74643,35000,768,65610,875.0,107.0
ZCTA5 65611,57368,34167,857,65611,854.18,-2.83
ZCTA5 65612,74141,28891,483,65612,722.28,239.27
ZCTA5 65613,69485,28356,781,65613,708.9,-72.1
ZCTA5 65614,67039,20156,864,65614,503.9,-360.1
ZCTA5 65616,65564,39396,901,65616,984.9,83.9
ZCTA5 65617,64327,104224,1117,65617,2605.6,1488.6
ZCTA5 65619,89389,30733,899,65619,768.32,-130.67
ZCTA5 65622,51522,20292,602,65622,507.3,-94.7
ZCTA5 65625,77321,33750,670,65625,843.75,173.75
ZCTA5 65627,56447,73333,930,65627,1833.32,903.32
ZCTA5 65631,93347,50048,1038,65631,1251.2,213.2
ZCTA5 65632,63286,30625,823,65632,765.62,-57.38
ZCTA5 65633,68967,33603,888,65633,840.08,-47.93
ZCTA5 65635,84333,56000,525,65635,1400.0,875.0
ZCTA5 65637,23491,53958,588,65637,1348.95,760.95
ZCTA5 65646,60729,32500,545,65646,812.5,267.5
ZCTA5 65648,86667,43393,822,65648,1084.82,262.83
ZCTA5 65652,67850,27465,653,65652,686.62,33.62
ZCTA5 65655,34313,12614,642,65655,315.35,-326.65
ZCTA5 65656,75036,30329,699,65656,758.22,59.22
ZCTA5 65658,91346,21488,536,65658,537.2,1.2
ZCTA5 65661,43750,20972,548,65661,524.3,-23.7
ZCTA5 65667,51964,18257,465,65667,456.42,-8.57
ZCTA5 65668,38811,23021,1005,65668,575.52,-429.48
ZCTA5 65669,93173,73177,956,65669,1829.42,873.42
ZCTA5 65672,62058,40172,794,65672,1004.3,210.3
ZCTA5 65674,34158,43423,593,65674,1085.58,492.58
ZCTA5 65679,68750,31625,798,65679,790.62,-7.38
ZCTA5 65680,60500,61111,678,65680,1527.78,849.77
ZCTA5 65682,52560,49712,844,65682,1242.8,398.8
ZCTA5 65685,50167,21188,581,65685,529.7,-51.3
ZCTA5 65686,62585,28516,948,65686,712.9,-235.1
ZCTA5 65689,55109,27669,638,65689,691.72,53.73
ZCTA5 65704,55585,19612,433,65704,490.3,57.3
ZCTA5 65705,60156,42464,843,65705,1061.6,218.6
ZCTA5 65706,76624,49500,718,65706,1237.5,519.5
ZCTA5 65707,67054,30000,832,65707,750.0,-82.0
ZCTA5 65708,70818,32274,823,65708,806.85,-16.15
ZCTA5 65711,47890,33162,801,65711,829.05,28.05
ZCTA5 65712,76852,39390,638,65712,984.75,346.75
ZCTA5 65713,63938,40845,643,65713,1021.12,378.12
ZCTA5 65714,92775,41904,950,65714,1047.6,97.6
ZCTA5 65717,62115,32202,550,65717,805.05,255.05
ZCTA5 65720,45625,35114,725,65720,877.85,152.85
ZCTA5 65721,85444,47151,951,65721,1178.77,227.77
ZCTA5 65722,45625,44643,750,65722,1116.08,366.08
ZCTA5 65723,54779,45237,837,65723,1130.92,293.92
ZCTA5 65724,34038,59444,739,65724,1486.1,747.1
ZCTA5 65725,85050,58463,913,65725,1461.58,548.58
ZCTA5 65732,25938,38500,775,65732,962.5,187.5
ZCTA5 65734,51168,39444,739,65734,986.1,247.1
ZCTA5 65737,60037,37289,857,65737,932.22,75.22
ZCTA5 65738,81681,42047,1045,65738,1051.18,6.17
ZCTA5 65739,54261,47750,915,65739,1193.75,278.75
ZCTA5 65740,53525,42404,956,65740,1060.1,104.1
ZCTA5 65742,88945,45884,786,65742,1147.1,361.1
ZCTA5 65745,59821,37112,804,65745,927.8,123.8
ZCTA5 65746,61974,36042,691,65746,901.05,210.05
ZCTA5 65747,48691,45750,785,65747,1143.75,358.75
ZCTA5 65752,-666666666,38125,842,65752,953.12,111.12
ZCTA5 65753,78682,42000,760,65753,1050.0,290.0
ZCTA5 65757,75795,41886,949,65757,1047.15,98.15
ZCTA5 65761,35625,21375,733,65761,534.38,-198.62
ZCTA5 65762,35833,39167,806,65762,979.18,173.17
ZCTA5 65767,71304,13375,531,65767,334.37,-196.63
ZCTA5 65769,65909,46012,660,65769,1150.3,490.3
ZCTA5 65770,62188,31250,735,65770,781.25,46.25
ZCTA5 65772,51523,55238,631,65772,1380.95,749.95
ZCTA5 65775,59087,28722,746,65775,718.05,-27.95
ZCTA5 65779,37975,17292,570,65779,432.3,-137.7
ZCTA5 65781,85500,46480,1098,65781,1162.0,64.0
ZCTA5 65785,45424,35114,821,65785,877.85,56.85
ZCTA5 65786,63102,47772,636,65786,1194.3,558.3
ZCTA5 65787,50417,34219,940,65787,855.48,-84.52
ZCTA5 65789,62353,28250,626,65789,706.25,80.25
ZCTA5 65791,59792,25833,773,65791,645.82,-127.18
ZCTA5 65793,48917,26700,594,65793,667.5,73.5
ZCTA5 65802,65265,33543,857,65802,838.58,-18.43
ZCTA5 65803,59161,32817,861,65803,820.42,-40.58
ZCTA5 65804,82007,35915,857,65804,897.87,40.87
ZCTA5 65806,41226,24754,788,65806,618.85,-169.15
ZCTA5 65807,63669,38088,944,65807,952.2,8.2
ZCTA5 65810,98033,57282,1044,65810,1432.05,388.05
ZCTA5 66002,67430,27805,779,66002,695.12,-83.88
ZCTA5 66006,96585,44208,1001,66006,1105.2,104.2
ZCTA5 66007,126114,35313,1040,66007,882.82,-157.18
ZCTA5 66010,49931,12344,530,66010,308.6,-221.4
ZCTA5 66012,106034,51389,1087,66012,1284.73,197.73
ZCTA5 66015,61250,59205,493,66015,1480.12,987.12
ZCTA5 66018,144444,36524,1003,66018,913.1,-89.9
ZCTA5 66020,87688,46591,907,66020,1164.78,257.78
ZCTA5 66021,82813,62750,1133,66021,1568.75,435.75
ZCTA5 66023,54853,61429,625,66023,1535.72,910.72
ZCTA5 66027,-666666666,99767,1818,66027,2494.17,676.17
ZCTA5 66030,106029,55721,1241,66030,1393.02,152.03
ZCTA5 66032,74542,28556,786,66032,713.9,-72.1
ZCTA5 66033,83750,110492,785,66033,2762.3,1977.3
ZCTA5 66035,93750,37000,563,66035,925.0,362.0
ZCTA5 66039,54306,58125,810,66039,1453.12,643.12
ZCTA5 66040,72424,54853,943,66040,1371.32,428.32
ZCTA5 66042,56691,40682,511,66042,1017.05,506.05
ZCTA5 66043,104276,49669,1124,66043,1241.72,117.72
ZCTA5 66044,84914,38233,965,66044,955.82,-9.17
ZCTA5 66046,91813,46437,897,66046,1160.92,263.92
ZCTA5 66047,107143,40203,1114,66047,1005.08,-108.93
ZCTA5 66048,92791,42380,931,66048,1059.5,128.5
ZCTA5 66049,126651,42158,1126,66049,1053.95,-72.05
ZCTA5 66050,110104,44643,1029,66050,1116.08,87.08
ZCTA5 66052,93750,68921,1263,66052,1723.02,460.03
ZCTA5 66054,101575,37167,927,66054,929.18,2.17
ZCTA5 66056,56250,29167,722,66056,729.18,7.18
ZCTA5 66061,120109,47382,1150,66061,1184.55,34.55
ZCTA5 66062,129765,57704,1283,66062,1442.6,159.6
ZCTA5 66064,70531,42813,995,66064,1070.32,75.33
ZCTA5 66067,83994,39194,870,66067,979.85,109.85
ZCTA5 66070,87500,50833,988,66070,1270.82,282.82
ZCTA5 66071,95405,53194,964,66071,1329.85,365.85
ZCTA5 66072,87986,73971,1096,66072,1849.28,753.27
ZCTA5 66073,87868,59611,769,66073,1490.28,721.27
ZCTA5 66075,70966,27132,589,66075,678.3,89.3
ZCTA5 66076,75625,44853,907,66076,1121.32,214.33
ZCTA5 66080,91607,52692,850,66080,1317.3,467.3
ZCTA5 66083,121051,39028,1033,66083,975.7,-57.3
ZCTA5 66085,166130,65285,1559,66085,1632.12,73.12
ZCTA5 66086,101047,32361,1159,66086,809.02,-349.98
ZCTA5 66087,61667,41016,762,66087,1025.4,263.4
ZCTA5 66088,91458,26697,735,66088,667.42,-67.58
ZCTA5 66090,80966,28144,687,66090,703.6,16.6
ZCTA5 66091,72882,26336,826,66091,658.4,-167.6
ZCTA5 66092,95988,43992,1097,66092,1099.8,2.8
ZCTA5 66094,51250,31750,670,66094,793.75,123.75
ZCTA5 66095,64744,60536,1023,66095,1513.4,490.4
ZCTA5 66097,64167,28438,847,66097,710.95,-136.05
ZCTA5 66101,59552,24567,732,66101,614.17,-117.83
ZCTA5 66102,59348,32500,998,66102,812.5,-185.5
ZCTA5 66103,62180,45197,1093,66103,1129.92,36.92
ZCTA5 66104,59218,33348,1006,66104,833.7,-172.3
ZCTA5 66105,32868,30439,878,66105,760.98,-117.02
ZCTA5 66106,68763,44229,921,66106,1105.72,184.72
ZCTA5 66109,102178,78777,1629,66109,1969.42,340.42
ZCTA5 66111,75901,41488,1018,66111,1037.2,19.2
ZCTA5 66112,73303,43558,1100,66112,1088.95,-11.05
ZCTA5 66202,93424,50819,1152,66202,1270.48,118.48
ZCTA5 66203,93207,50747,1147,66203,1268.68,121.67
ZCTA5 66204,91712,61139,1241,66204,1528.48,287.48
ZCTA5 66205,115673,69630,1522,66205,1740.75,218.75
ZCTA5 66206,175532,67750,2250,66206,1693.75,-556.25
ZCTA5 66207,120722,81944,1762,66207,2048.6,286.6
ZCTA5 66208,129159,74500,1601,66208,1862.5,261.5
ZCTA5 66209,171125,68769,1380,66209,1719.22,339.22
ZCTA5 66210,116775,66312,1339,66210,1657.8,318.8
ZCTA5 66211,141481,86385,1435,66211,2159.62,724.62
ZCTA5 66212,99318,56914,1206,66212,1422.85,216.85
ZCTA5 66213,148349,80902,1458,66213,2022.55,564.55
ZCTA5 66214,110088,55051,1062,66214,1376.28,314.27
ZCTA5 66215,107312,60955,1370,66215,1523.87,153.87
ZCTA5 66216,113822,45341,1222,66216,1133.52,-88.48
ZCTA5 66217,165887,53515,1207,66217,1337.87,130.87
ZCTA5 66218,152148,100033,1709,66218,2500.83,791.83
ZCTA5 66219,128696,69064,1401,66219,1726.6,325.6
ZCTA5 66220,178864,69743,1225,66220,1743.58,518.58
ZCTA5 66221,225504,75489,1624,66221,1887.22,263.22
ZCTA5 66223,140069,86434,1600,66223,2160.85,560.85
ZCTA5 66224,200543,91825,1735,66224,2295.62,560.62
ZCTA5 66226,172035,74792,1201,66226,1869.8,668.8
ZCTA5 66227,140536,125972,1909,66227,3149.3,1240.3
ZCTA5 66402,86094,32273,814,66402,806.82,-7.18
ZCTA5 66403,83000,48000,880,66403,1200.0,320.0
ZCTA5 66407,-666666666,86250,1238,66407,2156.25,918.25
ZCTA5 66411,48214,61250,956,66411,1531.25,575.25
ZCTA5 66413,64926,38462,685,66413,961.55,276.55
ZCTA5 66414,79861,29079,621,66414,726.98,105.98
ZCTA5 66415,66250,27083,870,66415,677.08,-192.93
ZCTA5 66416,66786,39375,535,66416,984.38,449.38
ZCTA5 66418,74828,81042,696,66418,2026.05,1330.05
ZCTA5 66419,87770,103523,782,66419,2588.07,1806.07
ZCTA5 66423,64125,24583,657,66423,614.58,-42.42
ZCTA5 66424,62083,17500,650,66424,437.5,-212.5
ZCTA5 66425,56578,38750,738,66425,968.75,230.75
ZCTA5 66427,81250,31250,667,66427,781.25,114.25
ZCTA5 66432,101302,117545,768,66432,2938.62,2170.62
ZCTA5 66434,86151,38790,679,66434,969.75,290.75
ZCTA5 66436,88869,27520,808,66436,688.0,-120.0
ZCTA5 66439,58281,28953,613,66439,723.82,110.82
ZCTA5 66440,75563,52500,967,66440,1312.5,345.5
ZCTA5 66441,75893,47647,992,66441,1191.18,199.17
ZCTA5 66442,112721,44442,1355,66442,1111.05,-243.95
ZCTA5 66449,81667,40625,933,66449,1015.62,82.62
ZCTA5 66451,77663,55313,750,66451,1382.82,632.83
ZCTA5 66501,61806,135417,1250,66501,3385.42,2135.42
ZCTA5 66502,85200,31507,930,66502,787.68,-142.32
ZCTA5 66503,134013,54804,1179,66503,1370.1,191.1
ZCTA5 66507,84276,36471,1087,66507,911.78,-175.23
ZCTA5 66508,76027,25952,678,66508,648.8,-29.2
ZCTA5 66509,70477,80500,969,66509,2012.5,1043.5
ZCTA5 66510,63000,53250,857,66510,1331.25,474.25
ZCTA5 66512,80208,68750,969,66512,1718.75,749.75
ZCTA5 66514,96563,68945,1093,66514,1723.62,630.62
ZCTA5 66516,68750,96667,694,66516,2416.67,1722.67
ZCTA5 66517,61000,46250,1177,66517,1156.25,-20.75
ZCTA5 66520,85147,58750,638,66520,1468.75,830.75
ZCTA5 66521,75795,34306,813,66521,857.65,44.65
ZCTA5 66522,59167,23773,955,66522,594.32,-360.68
ZCTA5 66523,78697,34091,836,66523,852.28,16.27
ZCTA5 66524,81000,40703,703,66524,1017.58,314.57
ZCTA5 66527,71250,53571,911,66527,1339.28,428.27
ZCTA5 66528,74531,24583,767,66528,614.58,-152.42
ZCTA5 66531,76354,47500,1071,66531,1187.5,116.5
ZCTA5 66532,76667,29583,733,66532,739.58,6.57
ZCTA5 66533,86053,38750,946,66533,968.75,22.75
ZCTA5 66534,95519,29208,711,66534,730.2,19.2
ZCTA5 66535,74125,31920,1175,66535,798.0,-377.0
ZCTA5 66536,80652,50250,860,66536,1256.25,396.25
ZCTA5 66537,64063,48333,1020,66537,1208.32,188.33
ZCTA5 66538,89423,47375,750,66538,1184.38,434.38
ZCTA5 66539,98864,46250,944,66539,1156.25,212.25
ZCTA5 66540,58824,44167,913,66540,1104.18,191.17
ZCTA5 66542,105537,118257,954,66542,2956.42,2002.42
ZCTA5 66543,86607,68235,1053,66543,1705.88,652.88
ZCTA5 66544,79318,22813,706,66544,570.32,-135.68
ZCTA5 66546,85000,52929,967,66546,1323.22,356.22
ZCTA5 66547,105600,53063,1019,66547,1326.58,307.58
ZCTA5 66548,73462,28125,654,66548,703.12,49.12
ZCTA5 66549,57041,90417,948,66549,2260.42,1312.42
ZCTA5 66552,80000,63889,497,66552,1597.22,1100.22
ZCTA5 66604,70224,45118,985,66604,1127.95,142.95
ZCTA5 66605,68715,46961,873,66605,1174.02,301.02
ZCTA5 66606,73229,39112,925,66606,977.8,52.8
ZCTA5 66607,36883,21097,766,66607,527.42,-238.58
ZCTA5 66608,51862,36985,888,66608,924.62,36.62
ZCTA5 66609,63117,59901,918,66609,1497.52,579.52
ZCTA5 66610,114304,60781,1211,66610,1519.52,308.52
ZCTA5 66611,86349,37929,932,66611,948.22,16.22
ZCTA5 66612,62536,22734,664,66612,568.35,-95.65
ZCTA5 66614,83683,41468,963,66614,1036.7,73.7
ZCTA5 66615,113093,41776,1159,66615,1044.4,-114.6
ZCTA5 66616,52149,39818,936,66616,995.45,59.45
ZCTA5 66617,90494,43515,1108,66617,1087.88,-20.12
ZCTA5 66618,104572,26250,937,66618,656.25,-280.75
ZCTA5 66619,-666666666,45526,1358,66619,1138.15,-219.85
ZCTA5 66701,73475,33025,784,66701,825.62,41.62
ZCTA5 66710,57813,31250,738,66710,781.25,43.25
ZCTA5 66711,34856,59087,725,66711,1477.18,752.18
ZCTA5 66712,72188,29565,767,66712,739.12,-27.88
ZCTA5 66713,69301,31992,768,66713,799.8,31.8
ZCTA5 66716,90357,72800,731,66716,1820.0,1089.0
ZCTA5 66717,72757,24000,575,66717,600.0,25.0
ZCTA5 66720,71310,24597,634,66720,614.92,-19.08
ZCTA5 66724,56607,29583,764,66724,739.58,-24.43
ZCTA5 66725,68860,30966,697,66725,774.15,77.15
ZCTA5 66733,52353,38438,497,66733,960.95,463.95
ZCTA5 66736,67934,29773,717,66736,744.32,27.33
ZCTA5 66738,-666666666,43750,450,66738,1093.75,643.75
ZCTA5 66739,57625,31199,710,66739,779.97,69.97
ZCTA5 66740,-666666666,65000,750,66740,1625.0,875.0
ZCTA5 66743,52318,32571,826,66743,814.28,-11.73
ZCTA5 66748,66534,18011,545,66748,450.28,-94.72
ZCTA5 66749,65000,35149,740,66749,878.72,138.73
ZCTA5 66751,53250,36053,708,66751,901.32,193.32
ZCTA5 66753,69344,16875,575,66753,421.88,-153.12
ZCTA5 66755,78274,47955,558,66755,1198.88,640.88
ZCTA5 66757,71563,41696,702,66757,1042.4,340.4
ZCTA5 66758,48750,12188,1031,66758,304.7,-726.3
ZCTA5 66762,68958,28697,835,66762,717.42,-117.58
ZCTA5 66763,76925,34234,832,66763,855.85,23.85
ZCTA5 66767,56336,17500,575,66767,437.5,-137.5
ZCTA5 66769,90000,81641,1328,66769,2041.02,713.03
ZCTA5 66771,90066,28505,627,66771,712.62,85.62
ZCTA5 66772,68542,31190,721,66772,779.75,58.75
ZCTA5 66773,47417,39375,625,66773,984.38,359.38
ZCTA5 66776,54175,20000,1025,66776,500.0,-525.0
ZCTA5 66777,51250,27813,575,66777,695.32,120.32
ZCTA5 66781,48889,53077,946,66781,1326.92,380.92
ZCTA5 66783,55000,28241,584,66783,706.02,122.02
ZCTA5 66801,71761,34754,763,66801,868.85,105.85
ZCTA5 66830,70833,32500,838,66830,812.5,-25.5
ZCTA5 66833,56818,53235,488,66833,1330.88,842.88
ZCTA5 66834,74797,48750,880,66834,1218.75,338.75
ZCTA5 66835,88352,55536,931,66835,1388.4,457.4
ZCTA5 66839,105313,40490,832,66839,1012.25,180.25
ZCTA5 66845,60368,32292,533,66845,807.3,274.3
ZCTA5 66846,65037,42170,672,66846,1054.25,382.25
ZCTA5 66850,53988,250001,1118,66850,6250.02,5132.03
ZCTA5 66851,57396,23538,764,66851,588.45,-175.55
ZCTA5 66852,74250,50385,669,66852,1259.62,590.62
ZCTA5 66853,44688,33333,775,66853,833.32,58.32
ZCTA5 66854,93929,32188,693,66854,804.7,111.7
ZCTA5 66856,77022,38333,700,66856,958.32,258.32
ZCTA5 66857,91094,28802,758,66857,720.05,-37.95
ZCTA5 66858,64318,61250,669,66858,1531.25,862.25
ZCTA5 66860,62083,34375,583,66860,859.38,276.38
ZCTA5 66861,65500,34358,622,66861,858.95,236.95
ZCTA5 66862,-666666666,2499,586,66862,62.47,-523.52
ZCTA5 66865,102366,68804,625,66865,1720.1,1095.1
ZCTA5 66866,55455,53306,757,66866,1332.65,575.65
ZCTA5 66868,98250,25000,850,66868,625.0,-225.0
ZCTA5 66869,55625,28162,463,66869,704.05,241.05
ZCTA5 66871,79063,49231,842,66871,1230.77,388.77
ZCTA5 66872,50547,47708,1016,66872,1192.7,176.7
ZCTA5 66901,63727,34438,714,66901,860.95,146.95
ZCTA5 66935,65489,27273,643,66935,681.82,38.82
ZCTA5 66937,64464,28250,340,66937,706.25,366.25
ZCTA5 66938,56250,51324,768,66938,1283.1,515.1
ZCTA5 66939,76250,46184,694,66939,1154.6,460.6
ZCTA5 66943,62941,35000,653,66943,875.0,222.0
ZCTA5 66945,65000,33125,563,66945,828.12,265.12
ZCTA5 66948,74583,40625,494,66948,1015.62,521.62
ZCTA5 66949,72188,29792,562,66949,744.8,182.8
ZCTA5 66951,63021,50938,910,66951,1273.45,363.45
ZCTA5 66952,47727,45655,327,66952,1141.38,814.38
ZCTA5 66953,62813,61875,480,66953,1546.88,1066.88
ZCTA5 66962,92500,36750,525,66962,918.75,393.75
ZCTA5 66966,46250,58098,620,66966,1452.45,832.45
ZCTA5 66967,55333,46477,619,66967,1161.92,542.92
ZCTA5 66968,55521,34300,544,66968,857.5,313.5
ZCTA5 67001,87500,61613,994,67001,1540.32,546.33
ZCTA5 67002,122700,69946,1583,67002,1748.65,165.65
ZCTA5 67003,52000,32333,652,67003,808.32,156.32
ZCTA5 67004,74219,25000,638,67004,625.0,-13.0
ZCTA5 67005,69977,31857,759,67005,796.42,37.42
ZCTA5 67009,44306,31339,657,67009,783.48,126.48
ZCTA5 67010,77375,34049,971,67010,851.22,-119.78
ZCTA5 67013,100048,28551,815,67013,713.78,-101.23
ZCTA5 67016,73750,39167,1000,67016,979.18,-20.83
ZCTA5 67017,93021,52917,1054,67017,1322.92,268.92
ZCTA5 67019,72292,21417,742,67019,535.42,-206.58
ZCTA5 67020,81818,34650,837,67020,866.25,29.25
ZCTA5 67022,67212,16250,661,67022,406.25,-254.75
ZCTA5 67024,35673,37596,518,67024,939.9,421.9
ZCTA5 67025,92540,59500,986,67025,1487.5,501.5
ZCTA5 67029,51136,30054,685,67029,751.35,66.35
ZCTA5 67030,106667,57310,1308,67030,1432.75,124.75
ZCTA5 67031,75833,68517,908,67031,1712.92,804.92
ZCTA5 67035,65625,42500,731,67035,1062.5,331.5
ZCTA5 67037,93366,56151,1077,67037,1403.78,326.77
ZCTA5 67038,50195,63036,621,67038,1575.9,954.9
ZCTA5 67039,97321,36250,821,67039,906.25,85.25
ZCTA5 67042,73496,37724,846,67042,943.1,97.1
ZCTA5 67045,58477,29318,670,67045,732.95,62.95
ZCTA5 67047,52171,41806,493,67047,1045.15,552.15
ZCTA5 67050,121667,39375,982,67050,984.38,2.38
ZCTA5 67052,115815,62344,1417,67052,1558.6,141.6
ZCTA5 67053,69750,26042,758,67053,651.05,-106.95
ZCTA5 67054,72146,25625,682,67054,640.62,-41.38
ZCTA5 67056,88977,36522,895,67056,913.05,18.05
ZCTA5 67057,49583,44265,785,67057,1106.62,321.62
ZCTA5 67058,63500,52292,756,67058,1307.3,551.3
ZCTA5 67059,78611,44107,913,67059,1102.68,189.67
ZCTA5 67060,76837,57222,937,67060,1430.55,493.55
ZCTA5 67062,85795,51128,612,67062,1278.2,666.2
ZCTA5 67063,71467,28966,727,67063,724.15,-2.85
ZCTA5 67066,56591,29441,1066,67066,736.02,-329.98
ZCTA5 67067,109632,66635,1607,67067,1665.88,58.88
ZCTA5 67068,67232,40417,828,67068,1010.42,182.42
ZCTA5 67070,60625,35568,450,67070,889.2,439.2
ZCTA5 67072,69375,3891,527,67072,97.28,-429.72
ZCTA5 67073,67500,78750,906,67073,1968.75,1062.75
ZCTA5 67074,75417,41250,811,67074,1031.25,220.25
ZCTA5 67101,105542,46332,1232,67101,1158.3,-73.7
ZCTA5 67103,96563,38750,825,67103,968.75,143.75
ZCTA5 67104,67500,38958,703,67104,973.95,270.95
ZCTA5 67107,68314,40789,779,67107,1019.72,240.73
ZCTA5 67108,92361,41250,872,67108,1031.25,159.25
ZCTA5 67109,63542,87661,716,67109,2191.52,1475.52
ZCTA5 67110,78005,49854,1163,67110,1246.35,83.35
ZCTA5 67114,79142,42468,880,67114,1061.7,181.7
ZCTA5 67117,123250,41250,828,67117,1031.25,203.25
ZCTA5 67118,54432,48000,850,67118,1200.0,350.0
ZCTA5 67124,72500,35962,763,67124,899.05,136.05
ZCTA5 67127,75833,23750,431,67127,593.75,162.75
ZCTA5 67132,108750,63750,817,67132,1593.75,776.75
ZCTA5 67133,99100,70156,1239,67133,1753.9,514.9
ZCTA5 67134,73125,43750,603,67134,1093.75,490.75
ZCTA5 67135,95929,46927,1053,67135,1173.18,120.17
ZCTA5 67137,53625,88155,717,67137,2203.88,1486.88
ZCTA5 67140,42321,56875,538,67140,1421.87,883.87
ZCTA5 67144,81685,69375,967,67144,1734.38,767.38
ZCTA5 67146,84931,37031,850,67146,925.77,75.77
ZCTA5 67147,88030,47045,894,67147,1176.12,282.12
ZCTA5 67151,47134,53229,1083,67151,1330.72,247.72
ZCTA5 67152,61824,37118,834,67152,927.95,93.95
ZCTA5 67154,60893,50893,860,67154,1272.32,412.32
ZCTA5 67156,67561,35506,804,67156,887.65,83.65
ZCTA5 67202,-666666666,45031,999,67202,1125.78,126.78
ZCTA5 67203,60791,38451,857,67203,961.28,104.27
ZCTA5 67204,69938,45268,887,67204,1131.7,244.7
ZCTA5 67205,128053,79470,1278,67205,1986.75,708.75
ZCTA5 67206,125977,40407,1079,67206,1010.18,-68.83
ZCTA5 67207,98479,50370,913,67207,1259.25,346.25
ZCTA5 67208,77115,38905,983,67208,972.62,-10.38
ZCTA5 67209,93940,43487,901,67209,1087.18,186.17
ZCTA5 67210,79036,36620,873,67210,915.5,42.5
ZCTA5 67211,60143,32083,830,67211,802.08,-27.92
ZCTA5 67212,81962,39082,1008,67212,977.05,-30.95
ZCTA5 67213,48845,36402,882,67213,910.05,28.05
ZCTA5 67214,44573,23725,707,67214,593.12,-113.88
ZCTA5 67215,108492,93869,1509,67215,2346.72,837.72
ZCTA5 67216,53367,30777,842,67216,769.42,-72.58
ZCTA5 67217,60391,44007,941,67217,1100.18,159.17
ZCTA5 67218,68211,29487,805,67218,737.18,-67.83
ZCTA5 67219,70991,48209,1045,67219,1205.22,160.22
ZCTA5 67220,97500,36629,872,67220,915.72,43.72
ZCTA5 67226,114836,53032,1108,67226,1325.8,217.8
ZCTA5 67301,65682,30363,762,67301,759.08,-2.93
ZCTA5 67330,83750,70875,932,67330,1771.88,839.88
ZCTA5 67333,71786,29047,485,67333,726.18,241.18
ZCTA5 67335,53625,43199,684,67335,1079.97,395.97
ZCTA5 67336,48162,15750,486,67336,393.75,-92.25
ZCTA5 67337,54446,29762,751,67337,744.05,-6.95
ZCTA5 67340,63482,10750,571,67340,268.75,-302.25
ZCTA5 67342,52202,42857,800,67342,1071.42,271.42
ZCTA5 67344,47188,66563,864,67344,1664.08,800.08
ZCTA5 67346,59167,96250,742,67346,2406.25,1664.25
ZCTA5 67349,66838,19861,508,67349,496.52,-11.48
ZCTA5 67351,83125,102852,689,67351,2571.3,1882.3
ZCTA5 67353,56250,17500,525,67353,437.5,-87.5
ZCTA5 67354,59185,14318,563,67354,357.95,-205.05
